Name,Function_formula,Function,Level_1,Level_2_1,Level_2_2,Level_2_3,Level_2_4
Domestic Price Comp +/- PP,Domestic,Domestic,Domestic / Export,Domestic,Price Metrics,PP or PoP,PP or PoP (Price)
Domestic Price Comp GI vs PP,Domestic,Domestic,Domestic / Export,Domestic,Price Metrics,PP or PoP,PP or PoP (Price)
Domestic Price Comp Gr % vs PP,Domestic,Domestic,Domestic / Export,Domestic,Price Metrics,PP or PoP,PP or PoP (Price)
Domestic Price Comp PP,Domestic,Domestic,Domestic / Export,Domestic,Price Metrics,PP or PoP,PP or PoP (Price)
Domestic Price GI vs PP,Domestic,Domestic,Domestic / Export,Domestic,Price Metrics,PP or PoP,PP or PoP (Price)
Domestic Price Gr % vs PP,Domestic,Domestic,Domestic / Export,Domestic,Price Metrics,PP or PoP,PP or PoP (Price)
Domestic Price Mkt +/- PP,Domestic,Domestic,Domestic / Export,Domestic,Price Metrics,PP or PoP,PP or PoP (Price)
Domestic Price Mkt GI vs PP,Domestic,Domestic,Domestic / Export,Domestic,Price Metrics,PP or PoP,PP or PoP (Price)
Domestic Price Mkt Gr % vs PP,Domestic,Domestic,Domestic / Export,Domestic,Price Metrics,PP or PoP,PP or PoP (Price)
Domestic Price Mkt PP,Domestic,Domestic,Domestic / Export,Domestic,Price Metrics,PP or PoP,PP or PoP (Price)
Domestic Price PP,Domestic,Domestic,Domestic / Export,Domestic,Price Metrics,PP or PoP,PP or PoP (Price)
Domestic Price Prod +/- PP,Domestic,Domestic,Domestic / Export,Domestic,Price Metrics,PP or PoP,PP or PoP (Price)
Domestic Price Prod GI vs PP,Domestic,Domestic,Domestic / Export,Domestic,Price Metrics,PP or PoP,PP or PoP (Price)
Domestic Price Prod Gr % vs PP,Domestic,Domestic,Domestic / Export,Domestic,Price Metrics,PP or PoP,PP or PoP (Price)
Domestic Price Prod PP,Domestic,Domestic,Domestic / Export,Domestic,Price Metrics,PP or PoP,PP or PoP (Price)
Export Price +/- PP,Export,Export,Domestic / Export,Export,Price Metrics,PP or PoP,PP or PoP (Price)
Export Price Comp +/- PP,Export,Export,Domestic / Export,Export,Price Metrics,PP or PoP,PP or PoP (Price)
Export Price Comp GI vs PP,Export,Export,Domestic / Export,Export,Price Metrics,PP or PoP,PP or PoP (Price)
Export Price Comp Gr % vs PP,Export,Export,Domestic / Export,Export,Price Metrics,PP or PoP,PP or PoP (Price)
Export Price Comp PP,Export,Export,Domestic / Export,Export,Price Metrics,PP or PoP,PP or PoP (Price)
Export Price GI vs PP,Export,Export,Domestic / Export,Export,Price Metrics,PP or PoP,PP or PoP (Price)
Export Price Gr % vs PP,Export,Export,Domestic / Export,Export,Price Metrics,PP or PoP,PP or PoP (Price)
Export Price Mkt +/- PP,Export,Export,Domestic / Export,Export,Price Metrics,PP or PoP,PP or PoP (Price)
Export Price Mkt GI vs PP,Export,Export,Domestic / Export,Export,Price Metrics,PP or PoP,PP or PoP (Price)
Export Price Mkt Gr % vs PP,Export,Export,Domestic / Export,Export,Price Metrics,PP or PoP,PP or PoP (Price)
Export Price Mkt PP,Export,Export,Domestic / Export,Export,Price Metrics,PP or PoP,PP or PoP (Price)
Export Price PP,Export,Export,Domestic / Export,Export,Price Metrics,PP or PoP,PP or PoP (Price)
Export Price Prod +/- PP,Export,Export,Domestic / Export,Export,Price Metrics,PP or PoP,PP or PoP (Price)
Export Price Prod GI vs PP,Export,Export,Domestic / Export,Export,Price Metrics,PP or PoP,PP or PoP (Price)
Export Price Prod Gr % vs PP,Export,Export,Domestic / Export,Export,Price Metrics,PP or PoP,PP or PoP (Price)
Export Price Prod PP,Export,Export,Domestic / Export,Export,Price Metrics,PP or PoP,PP or PoP (Price)
Grocery Price +/- PP,Grocery,Grocery,Retail / Grocery,Grocery,Price Metrics,PP or PoP,PP or PoP (Price)
Grocery Price Comp +/- PP,Grocery,Grocery,Retail / Grocery,Grocery,Price Metrics,PP or PoP,PP or PoP (Price)
Grocery Price Comp GI vs PP,Grocery,Grocery,Retail / Grocery,Grocery,Price Metrics,PP or PoP,PP or PoP (Price)
Grocery Price Comp Gr % vs PP,Grocery,Grocery,Retail / Grocery,Grocery,Price Metrics,PP or PoP,PP or PoP (Price)
Grocery Price Comp PP,Grocery,Grocery,Retail / Grocery,Grocery,Price Metrics,PP or PoP,PP or PoP (Price)
Grocery Price GI vs PP,Grocery,Grocery,Retail / Grocery,Grocery,Price Metrics,PP or PoP,PP or PoP (Price)
Grocery Price Gr % vs PP,Grocery,Grocery,Retail / Grocery,Grocery,Price Metrics,PP or PoP,PP or PoP (Price)
Grocery Price Mkt +/- PP,Grocery,Grocery,Retail / Grocery,Grocery,Price Metrics,PP or PoP,PP or PoP (Price)
Grocery Price Mkt GI vs PP,Grocery,Grocery,Retail / Grocery,Grocery,Price Metrics,PP or PoP,PP or PoP (Price)
Grocery Price Mkt Gr % vs PP,Grocery,Grocery,Retail / Grocery,Grocery,Price Metrics,PP or PoP,PP or PoP (Price)
Grocery Price Mkt PP,Grocery,Grocery,Retail / Grocery,Grocery,Price Metrics,PP or PoP,PP or PoP (Price)
Grocery Price PP,Grocery,Grocery,Retail / Grocery,Grocery,Price Metrics,PP or PoP,PP or PoP (Price)
Grocery Price Prod +/- PP,Grocery,Grocery,Retail / Grocery,Grocery,Price Metrics,PP or PoP,PP or PoP (Price)
Grocery Price Prod GI vs PP,Grocery,Grocery,Retail / Grocery,Grocery,Price Metrics,PP or PoP,PP or PoP (Price)
Grocery Price Prod Gr % vs PP,Grocery,Grocery,Retail / Grocery,Grocery,Price Metrics,PP or PoP,PP or PoP (Price)
Grocery Price Prod PP,Grocery,Grocery,Retail / Grocery,Grocery,Price Metrics,PP or PoP,PP or PoP (Price)
Incremental Price +/- PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Price Metrics,PP or PoP,PP or PoP (Price)
Incremental Price Comp +/- PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Price Metrics,PP or PoP,PP or PoP (Price)
Incremental Price Comp GI vs PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Price Metrics,PP or PoP,PP or PoP (Price)
Incremental Price Comp Gr % vs PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Price Metrics,PP or PoP,PP or PoP (Price)
Incremental Price Comp PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Price Metrics,PP or PoP,PP or PoP (Price)
Incremental Price GI vs PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Price Metrics,PP or PoP,PP or PoP (Price)
Incremental Price Gr % vs PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Price Metrics,PP or PoP,PP or PoP (Price)
Incremental Price Mkt +/- PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Price Metrics,PP or PoP,PP or PoP (Price)
Incremental Price Mkt GI vs PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Price Metrics,PP or PoP,PP or PoP (Price)
Incremental Price Mkt Gr % vs PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Price Metrics,PP or PoP,PP or PoP (Price)
Incremental Price Mkt PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Price Metrics,PP or PoP,PP or PoP (Price)
Incremental Price PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Price Metrics,PP or PoP,PP or PoP (Price)
Incremental Price Prod +/- PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Price Metrics,PP or PoP,PP or PoP (Price)
Incremental Price Prod GI vs PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Price Metrics,PP or PoP,PP or PoP (Price)
Incremental Price Prod Gr % vs PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Price Metrics,PP or PoP,PP or PoP (Price)
Incremental Price Prod PP,Incremental,Incremental,Baseline /Incremental / Lost,Incremental,Price Metrics,PP or PoP,PP or PoP (Price)
Lost Price +/- PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Price Metrics,PP or PoP,PP or PoP (Price)
Lost Price Comp +/- PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Price Metrics,PP or PoP,PP or PoP (Price)
Lost Price Comp GI vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Price Metrics,PP or PoP,PP or PoP (Price)
Lost Price Comp Gr % vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Price Metrics,PP or PoP,PP or PoP (Price)
Lost Price Comp PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Price Metrics,PP or PoP,PP or PoP (Price)
Lost Price GI vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Price Metrics,PP or PoP,PP or PoP (Price)
Lost Price Gr % vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Price Metrics,PP or PoP,PP or PoP (Price)
Lost Price Mkt +/- PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Price Metrics,PP or PoP,PP or PoP (Price)
Lost Price Mkt GI vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Price Metrics,PP or PoP,PP or PoP (Price)
Lost Price Mkt Gr % vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Price Metrics,PP or PoP,PP or PoP (Price)
Lost Price Mkt PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Price Metrics,PP or PoP,PP or PoP (Price)
Lost Price PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Price Metrics,PP or PoP,PP or PoP (Price)
Lost Price Prod +/- PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Price Metrics,PP or PoP,PP or PoP (Price)
Lost Price Prod GI vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Price Metrics,PP or PoP,PP or PoP (Price)
Lost Price Prod Gr % vs PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Price Metrics,PP or PoP,PP or PoP (Price)
Lost Price Prod PP,Lost,Lost,Baseline /Incremental / Lost,Lost,Price Metrics,PP or PoP,PP or PoP (Price)
Non Promo Price +/- PP,Non,Non Promo,Promo / Non Promo,Non Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Non Promo Price Comp +/- PP,Non,Non Promo,Promo / Non Promo,Non Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Non Promo Price Comp GI vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Non Promo Price Comp Gr % vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Non Promo Price Comp PP,Non,Non Promo,Promo / Non Promo,Non Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Non Promo Price GI vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Non Promo Price Gr % vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Non Promo Price Mkt +/- PP,Non,Non Promo,Promo / Non Promo,Non Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Non Promo Price Mkt GI vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Non Promo Price Mkt Gr % vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Non Promo Price Mkt PP,Non,Non Promo,Promo / Non Promo,Non Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Non Promo Price PP,Non,Non Promo,Promo / Non Promo,Non Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Non Promo Price Prod +/- PP,Non,Non Promo,Promo / Non Promo,Non Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Non Promo Price Prod GI vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Non Promo Price Prod Gr % vs PP,Non,Non Promo,Promo / Non Promo,Non Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Non Promo Price Prod PP,Non,Non Promo,Promo / Non Promo,Non Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Online Price +/- PP,Online,Online,Brick & Mortar / Online,Online,Price Metrics,PP or PoP,PP or PoP (Price)
Online Price Comp +/- PP,Online,Online,Brick & Mortar / Online,Online,Price Metrics,PP or PoP,PP or PoP (Price)
Online Price Comp GI vs PP,Online,Online,Brick & Mortar / Online,Online,Price Metrics,PP or PoP,PP or PoP (Price)
Online Price Comp Gr % vs PP,Online,Online,Brick & Mortar / Online,Online,Price Metrics,PP or PoP,PP or PoP (Price)
Online Price Comp PP,Online,Online,Brick & Mortar / Online,Online,Price Metrics,PP or PoP,PP or PoP (Price)
Online Price GI vs PP,Online,Online,Brick & Mortar / Online,Online,Price Metrics,PP or PoP,PP or PoP (Price)
Online Price Gr % vs PP,Online,Online,Brick & Mortar / Online,Online,Price Metrics,PP or PoP,PP or PoP (Price)
Online Price Mkt +/- PP,Online,Online,Brick & Mortar / Online,Online,Price Metrics,PP or PoP,PP or PoP (Price)
Online Price Mkt GI vs PP,Online,Online,Brick & Mortar / Online,Online,Price Metrics,PP or PoP,PP or PoP (Price)
Online Price Mkt Gr % vs PP,Online,Online,Brick & Mortar / Online,Online,Price Metrics,PP or PoP,PP or PoP (Price)
Online Price Mkt PP,Online,Online,Brick & Mortar / Online,Online,Price Metrics,PP or PoP,PP or PoP (Price)
Online Price PP,Online,Online,Brick & Mortar / Online,Online,Price Metrics,PP or PoP,PP or PoP (Price)
Online Price Prod +/- PP,Online,Online,Brick & Mortar / Online,Online,Price Metrics,PP or PoP,PP or PoP (Price)
Online Price Prod GI vs PP,Online,Online,Brick & Mortar / Online,Online,Price Metrics,PP or PoP,PP or PoP (Price)
Online Price Prod Gr % vs PP,Online,Online,Brick & Mortar / Online,Online,Price Metrics,PP or PoP,PP or PoP (Price)
Online Price Prod PP,Online,Online,Brick & Mortar / Online,Online,Price Metrics,PP or PoP,PP or PoP (Price)
Promo Price +/- PP,Promo,Promo,Promo / Non Promo,Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Promo Price Comp +/- PP,Promo,Promo,Promo / Non Promo,Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Promo Price Comp GI vs PP,Promo,Promo,Promo / Non Promo,Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Promo Price Comp Gr % vs PP,Promo,Promo,Promo / Non Promo,Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Promo Price Comp PP,Promo,Promo,Promo / Non Promo,Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Promo Price GI vs PP,Promo,Promo,Promo / Non Promo,Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Promo Price Gr % vs PP,Promo,Promo,Promo / Non Promo,Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Promo Price Mkt +/- PP,Promo,Promo,Promo / Non Promo,Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Promo Price Mkt GI vs PP,Promo,Promo,Promo / Non Promo,Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Promo Price Mkt Gr % vs PP,Promo,Promo,Promo / Non Promo,Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Promo Price Mkt PP,Promo,Promo,Promo / Non Promo,Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Promo Price PP,Promo,Promo,Promo / Non Promo,Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Promo Price Prod +/- PP,Promo,Promo,Promo / Non Promo,Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Promo Price Prod GI vs PP,Promo,Promo,Promo / Non Promo,Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Promo Price Prod Gr % vs PP,Promo,Promo,Promo / Non Promo,Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Promo Price Prod PP,Promo,Promo,Promo / Non Promo,Promo,Price Metrics,PP or PoP,PP or PoP (Price)
Retail Price +/- PP,Retail,Retail,Retail / Grocery,Retail,Price Metrics,PP or PoP,PP or PoP (Price)
Retail Price Comp +/- PP,Retail,Retail,Retail / Grocery,Retail,Price Metrics,PP or PoP,PP or PoP (Price)
Retail Price Comp GI vs PP,Retail,Retail,Retail / Grocery,Retail,Price Metrics,PP or PoP,PP or PoP (Price)
Retail Price Comp Gr % vs PP,Retail,Retail,Retail / Grocery,Retail,Price Metrics,PP or PoP,PP or PoP (Price)
Retail Price Comp PP,Retail,Retail,Retail / Grocery,Retail,Price Metrics,PP or PoP,PP or PoP (Price)
Retail Price GI vs PP,Retail,Retail,Retail / Grocery,Retail,Price Metrics,PP or PoP,PP or PoP (Price)
Retail Price Gr % vs PP,Retail,Retail,Retail / Grocery,Retail,Price Metrics,PP or PoP,PP or PoP (Price)
Retail Price Mkt +/- PP,Retail,Retail,Retail / Grocery,Retail,Price Metrics,PP or PoP,PP or PoP (Price)
Retail Price Mkt GI vs PP,Retail,Retail,Retail / Grocery,Retail,Price Metrics,PP or PoP,PP or PoP (Price)
Retail Price Mkt Gr % vs PP,Retail,Retail,Retail / Grocery,Retail,Price Metrics,PP or PoP,PP or PoP (Price)
Retail Price Mkt PP,Retail,Retail,Retail / Grocery,Retail,Price Metrics,PP or PoP,PP or PoP (Price)
Retail Price PP,Retail,Retail,Retail / Grocery,Retail,Price Metrics,PP or PoP,PP or PoP (Price)
Retail Price Prod +/- PP,Retail,Retail,Retail / Grocery,Retail,Price Metrics,PP or PoP,PP or PoP (Price)
Retail Price Prod GI vs PP,Retail,Retail,Retail / Grocery,Retail,Price Metrics,PP or PoP,PP or PoP (Price)
Retail Price Prod Gr % vs PP,Retail,Retail,Retail / Grocery,Retail,Price Metrics,PP or PoP,PP or PoP (Price)
Retail Price Prod PP,Retail,Retail,Retail / Grocery,Retail,Price Metrics,PP or PoP,PP or PoP (Price)
Scanout Price +/- PP,Scanout,Scanout,Scanout / Sellin,Scanout,Price Metrics,PP or PoP,PP or PoP (Price)
Scanout Price Comp +/- PP,Scanout,Scanout,Scanout / Sellin,Scanout,Price Metrics,PP or PoP,PP or PoP (Price)
Scanout Price Comp GI vs PP,Scanout,Scanout,Scanout / Sellin,Scanout,Price Metrics,PP or PoP,PP or PoP (Price)
Scanout Price Comp Gr % vs PP,Scanout,Scanout,Scanout / Sellin,Scanout,Price Metrics,PP or PoP,PP or PoP (Price)
Scanout Price Comp PP,Scanout,Scanout,Scanout / Sellin,Scanout,Price Metrics,PP or PoP,PP or PoP (Price)
Scanout Price GI vs PP,Scanout,Scanout,Scanout / Sellin,Scanout,Price Metrics,PP or PoP,PP or PoP (Price)
Scanout Price Gr % vs PP,Scanout,Scanout,Scanout / Sellin,Scanout,Price Metrics,PP or PoP,PP or PoP (Price)
Scanout Price Mkt +/- PP,Scanout,Scanout,Scanout / Sellin,Scanout,Price Metrics,PP or PoP,PP or PoP (Price)
Scanout Price Mkt GI vs PP,Scanout,Scanout,Scanout / Sellin,Scanout,Price Metrics,PP or PoP,PP or PoP (Price)
Scanout Price Mkt Gr % vs PP,Scanout,Scanout,Scanout / Sellin,Scanout,Price Metrics,PP or PoP,PP or PoP (Price)
Scanout Price Mkt PP,Scanout,Scanout,Scanout / Sellin,Scanout,Price Metrics,PP or PoP,PP or PoP (Price)
Scanout Price PP,Scanout,Scanout,Scanout / Sellin,Scanout,Price Metrics,PP or PoP,PP or PoP (Price)
Scanout Price Prod +/- PP,Scanout,Scanout,Scanout / Sellin,Scanout,Price Metrics,PP or PoP,PP or PoP (Price)
Scanout Price Prod GI vs PP,Scanout,Scanout,Scanout / Sellin,Scanout,Price Metrics,PP or PoP,PP or PoP (Price)
Scanout Price Prod Gr % vs PP,Scanout,Scanout,Scanout / Sellin,Scanout,Price Metrics,PP or PoP,PP or PoP (Price)
Scanout Price Prod PP,Scanout,Scanout,Scanout / Sellin,Scanout,Price Metrics,PP or PoP,PP or PoP (Price)
Sellin Price +/- PP,Sellin,Sellin,Scanout / Sellin,Sellin,Price Metrics,PP or PoP,PP or PoP (Price)
Sellin Price Comp +/- PP,Sellin,Sellin,Scanout / Sellin,Sellin,Price Metrics,PP or PoP,PP or PoP (Price)
Sellin Price Comp GI vs PP,Sellin,Sellin,Scanout / Sellin,Sellin,Price Metrics,PP or PoP,PP or PoP (Price)
Sellin Price Comp Gr % vs PP,Sellin,Sellin,Scanout / Sellin,Sellin,Price Metrics,PP or PoP,PP or PoP (Price)
Sellin Price Comp PP,Sellin,Sellin,Scanout / Sellin,Sellin,Price Metrics,PP or PoP,PP or PoP (Price)
Sellin Price GI vs PP,Sellin,Sellin,Scanout / Sellin,Sellin,Price Metrics,PP or PoP,PP or PoP (Price)
Sellin Price Gr % vs PP,Sellin,Sellin,Scanout / Sellin,Sellin,Price Metrics,PP or PoP,PP or PoP (Price)
Sellin Price Mkt +/- PP,Sellin,Sellin,Scanout / Sellin,Sellin,Price Metrics,PP or PoP,PP or PoP (Price)
Sellin Price Mkt GI vs PP,Sellin,Sellin,Scanout / Sellin,Sellin,Price Metrics,PP or PoP,PP or PoP (Price)
Sellin Price Mkt Gr % vs PP,Sellin,Sellin,Scanout / Sellin,Sellin,Price Metrics,PP or PoP,PP or PoP (Price)
Sellin Price Mkt PP,Sellin,Sellin,Scanout / Sellin,Sellin,Price Metrics,PP or PoP,PP or PoP (Price)
Sellin Price PP,Sellin,Sellin,Scanout / Sellin,Sellin,Price Metrics,PP or PoP,PP or PoP (Price)
Sellin Price Prod +/- PP,Sellin,Sellin,Scanout / Sellin,Sellin,Price Metrics,PP or PoP,PP or PoP (Price)
Sellin Price Prod GI vs PP,Sellin,Sellin,Scanout / Sellin,Sellin,Price Metrics,PP or PoP,PP or PoP (Price)
Sellin Price Prod Gr % vs PP,Sellin,Sellin,Scanout / Sellin,Sellin,Price Metrics,PP or PoP,PP or PoP (Price)
Sellin Price Prod PP,Sellin,Sellin,Scanout / Sellin,Sellin,Price Metrics,PP or PoP,PP or PoP (Price)
Price +/- PP,Price,Price,Base Metrics,Price Metrics,Price Metrics,PP or PoP,PP or PoP (Price)
Price Comp +/- PP,Price,Price,Base Metrics,Price Metrics,Price Metrics,PP or PoP,PP or PoP (Price)
Price Comp GI vs PP,Price,Price,Base Metrics,Price Metrics,Price Metrics,PP or PoP,PP or PoP (Price)
Price Comp Gr % vs PP,Price,Price,Base Metrics,Price Metrics,Price Metrics,PP or PoP,PP or PoP (Price)
Price Comp PP,Price,Price,Base Metrics,Price Metrics,Price Metrics,PP or PoP,PP or PoP (Price)
Price GI vs PP,Price,Price,Base Metrics,Price Metrics,Price Metrics,PP or PoP,PP or PoP (Price)
Price Gr % vs PP,Price,Price,Base Metrics,Price Metrics,Price Metrics,PP or PoP,PP or PoP (Price)
Price Mkt +/- PP,Price,Price,Base Metrics,Price Metrics,Price Metrics,PP or PoP,PP or PoP (Price)
Price Mkt GI vs PP,Price,Price,Base Metrics,Price Metrics,Price Metrics,PP or PoP,PP or PoP (Price)
Price Mkt Gr % vs PP,Price,Price,Base Metrics,Price Metrics,Price Metrics,PP or PoP,PP or PoP (Price)
Price Mkt PP,Price,Price,Base Metrics,Price Metrics,Price Metrics,PP or PoP,PP or PoP (Price)
Price PP,Price,Price,Base Metrics,Price Metrics,Price Metrics,PP or PoP,PP or PoP (Price)
Price Prod +/- PP,Price,Price,Base Metrics,Price Metrics,Price Metrics,PP or PoP,PP or PoP (Price)
Price Prod GI vs PP,Price,Price,Base Metrics,Price Metrics,Price Metrics,PP or PoP,PP or PoP (Price)
Price Prod Gr % vs PP,Price,Price,Base Metrics,Price Metrics,Price Metrics,PP or PoP,PP or PoP (Price)
Price Prod PP,Price,Price,Base Metrics,Price Metrics,Price Metrics,PP or PoP,PP or PoP (Price)
B&M Unit % Mkt Shr +/- PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit % Mkt Shr PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit +/- PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit Comp +/- PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit Comp Contrib % PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit Comp GI vs PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit Comp Gr % vs PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit Comp PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit Contrib % PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit EI vs PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,Current Period,Current Period (Unit)
B&M Unit GI vs PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit Gr % vs PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit Mkt +/- PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit Mkt Contrib % PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit Mkt GI vs PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit Mkt Gr % vs PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit Mkt PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit PI +/- PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit PI Gr % vs PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit PI PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit Prod +/- PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit Prod Contrib % PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit Prod GI vs PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit Prod Gr % vs PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
B&M Unit Prod PP,B&M,B&M,Brick & Mortar / Online,Brick & Mortar,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit % Mkt Shr +/- PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit % Mkt Shr PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
Baseline Unit +/- PP,Baseline,Baseline,Baseline /Incremental / Lost,Baseline,Unit Metrics,PP or PoP,PP or PoP (Unit)
