Name	Level_1	Level_2_1	Level_2_2	Level_2_3	Level_2_4
Grocery Unit GI vs LY	Retail / Grocery	Grocery	Unit Metrics	LY or YoY	LY or YoY (Unit)
Grocery Unit Gr % vs LY	Retail / Grocery	Grocery	Unit Metrics	LY or YoY	LY or YoY (Unit)
Grocery Unit LY	Retail / Grocery	Grocery	Unit Metrics	LY or YoY	LY or YoY (Unit)
Grocery Unit Mkt +/- LY	Retail / Grocery	Grocery	Unit Metrics	Current Period	Current Period (Unit)
Grocery Unit Mkt Contrib % LY	Retail / Grocery	Grocery	Unit Metrics	LY or YoY	LY or YoY (Unit)
Grocery Unit Mkt GI vs LY	Retail / Grocery	Grocery	Unit Metrics	LY or YoY	LY or YoY (Unit)
Grocery Unit Mkt Gr % vs LY	Retail / Grocery	Grocery	Unit Metrics	LY or YoY	LY or YoY (Unit)
Grocery Unit Mkt LY	Retail / Grocery	Grocery	Unit Metrics	LY or YoY	LY or YoY (Unit)
Grocery Unit PI +/- LY	Retail / Grocery	Grocery	Unit Metrics	Current Period	Current Period (Unit)
Grocery Unit PI Gr % vs LY	Retail / Grocery	Grocery	Unit Metrics	LY or YoY	LY or YoY (Unit)
Grocery Unit PI LY	Retail / Grocery	Grocery	Unit Metrics	LY or YoY	LY or YoY (Unit)
Grocery Unit Prod +/- LY	Retail / Grocery	Grocery	Unit Metrics	Current Period	Current Period (Unit)
Grocery Unit Prod Contrib % LY	Retail / Grocery	Grocery	Unit Metrics	LY or YoY	LY or YoY (Unit)
Grocery Unit Prod GI vs LY	Retail / Grocery	Grocery	Unit Metrics	LY or YoY	LY or YoY (Unit)
Grocery Unit Prod Gr % vs LY	Retail / Grocery	Grocery	Unit Metrics	LY or YoY	LY or YoY (Unit)
Grocery Unit Prod LY	Retail / Grocery	Grocery	Unit Metrics	LY or YoY	LY or YoY (Unit)
Incremental Unit % Mkt Shr +/- LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	Current Period	Current Period (Unit)
Incremental Unit % Mkt Shr LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	LY or YoY	LY or YoY (Unit)
Incremental Unit +/- LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	Current Period	Current Period (Unit)
Incremental Unit Comp +/- LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	Current Period	Current Period (Unit)
Incremental Unit Comp Contrib % LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	LY or YoY	LY or YoY (Unit)
Incremental Unit Comp GI vs LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	LY or YoY	LY or YoY (Unit)
Incremental Unit Comp Gr % vs LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	LY or YoY	LY or YoY (Unit)
Incremental Unit Comp LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	LY or YoY	LY or YoY (Unit)
Incremental Unit Contrib % LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	LY or YoY	LY or YoY (Unit)
Incremental Unit EI vs LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	Current Period	Current Period (Unit)
Incremental Unit GI vs LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	LY or YoY	LY or YoY (Unit)
Incremental Unit Gr % vs LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	LY or YoY	LY or YoY (Unit)
Incremental Unit LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	LY or YoY	LY or YoY (Unit)
Incremental Unit Mkt +/- LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	Current Period	Current Period (Unit)
Incremental Unit Mkt Contrib % LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	LY or YoY	LY or YoY (Unit)
Incremental Unit Mkt GI vs LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	LY or YoY	LY or YoY (Unit)
Incremental Unit Mkt Gr % vs LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	LY or YoY	LY or YoY (Unit)
Incremental Unit Mkt LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	LY or YoY	LY or YoY (Unit)
Incremental Unit PI +/- LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	Current Period	Current Period (Unit)
Incremental Unit PI Gr % vs LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	LY or YoY	LY or YoY (Unit)
Incremental Unit PI LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	LY or YoY	LY or YoY (Unit)
Incremental Unit Prod +/- LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	Current Period	Current Period (Unit)
Incremental Unit Prod Contrib % LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	LY or YoY	LY or YoY (Unit)
Incremental Unit Prod GI vs LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	LY or YoY	LY or YoY (Unit)
Incremental Unit Prod Gr % vs LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	LY or YoY	LY or YoY (Unit)
Incremental Unit Prod LY	Baseline /Incremental / Lost	Incremental	Unit Metrics	LY or YoY	LY or YoY (Unit)
Lost Unit % Mkt Shr +/- LY	Baseline /Incremental / Lost	Lost	Unit Metrics	Current Period	Current Period (Unit)
Lost Unit % Mkt Shr LY	Baseline /Incremental / Lost	Lost	Unit Metrics	LY or YoY	LY or YoY (Unit)
Lost Unit +/- LY	Baseline /Incremental / Lost	Lost	Unit Metrics	Current Period	Current Period (Unit)
Lost Unit Comp +/- LY	Baseline /Incremental / Lost	Lost	Unit Metrics	Current Period	Current Period (Unit)
Lost Unit Comp Contrib % LY	Baseline /Incremental / Lost	Lost	Unit Metrics	LY or YoY	LY or YoY (Unit)
Lost Unit Comp GI vs LY	Baseline /Incremental / Lost	Lost	Unit Metrics	LY or YoY	LY or YoY (Unit)
Lost Unit Comp Gr % vs LY	Baseline /Incremental / Lost	Lost	Unit Metrics	LY or YoY	LY or YoY (Unit)
Lost Unit Comp LY	Baseline /Incremental / Lost	Lost	Unit Metrics	LY or YoY	LY or YoY (Unit)
Lost Unit Contrib % LY	Baseline /Incremental / Lost	Lost	Unit Metrics	LY or YoY	LY or YoY (Unit)
Lost Unit EI vs LY	Baseline /Incremental / Lost	Lost	Unit Metrics	Current Period	Current Period (Unit)
Lost Unit GI vs LY	Baseline /Incremental / Lost	Lost	Unit Metrics	LY or YoY	LY or YoY (Unit)
Lost Unit Gr % vs LY	Baseline /Incremental / Lost	Lost	Unit Metrics	LY or YoY	LY or YoY (Unit)
Lost Unit LY	Baseline /Incremental / Lost	Lost	Unit Metrics	LY or YoY	LY or YoY (Unit)
Lost Unit Mkt +/- LY	Baseline /Incremental / Lost	Lost	Unit Metrics	Current Period	Current Period (Unit)
Lost Unit Mkt Contrib % LY	Baseline /Incremental / Lost	Lost	Unit Metrics	LY or YoY	LY or YoY (Unit)
Lost Unit Mkt GI vs LY	Baseline /Incremental / Lost	Lost	Unit Metrics	LY or YoY	LY or YoY (Unit)
Lost Unit Mkt Gr % vs LY	Baseline /Incremental / Lost	Lost	Unit Metrics	LY or YoY	LY or YoY (Unit)
Lost Unit Mkt LY	Baseline /Incremental / Lost	Lost	Unit Metrics	LY or YoY	LY or YoY (Unit)
Lost Unit PI +/- LY	Baseline /Incremental / Lost	Lost	Unit Metrics	Current Period	Current Period (Unit)
Lost Unit PI Gr % vs LY	Baseline /Incremental / Lost	Lost	Unit Metrics	LY or YoY	LY or YoY (Unit)
Lost Unit PI LY	Baseline /Incremental / Lost	Lost	Unit Metrics	LY or YoY	LY or YoY (Unit)
Lost Unit Prod +/- LY	Baseline /Incremental / Lost	Lost	Unit Metrics	Current Period	Current Period (Unit)
Lost Unit Prod Contrib % LY	Baseline /Incremental / Lost	Lost	Unit Metrics	LY or YoY	LY or YoY (Unit)
Lost Unit Prod GI vs LY	Baseline /Incremental / Lost	Lost	Unit Metrics	LY or YoY	LY or YoY (Unit)
Lost Unit Prod Gr % vs LY	Baseline /Incremental / Lost	Lost	Unit Metrics	LY or YoY	LY or YoY (Unit)
Lost Unit Prod LY	Baseline /Incremental / Lost	Lost	Unit Metrics	LY or YoY	LY or YoY (Unit)
Non Promo Unit % Mkt Shr +/- LY	Promo / Non Promo	Non Promo	Unit Metrics	Current Period	Current Period (Unit)
Non Promo Unit % Mkt Shr LY	Promo / Non Promo	Non Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Non Promo Unit +/- LY	Promo / Non Promo	Non Promo	Unit Metrics	Current Period	Current Period (Unit)
Non Promo Unit Comp +/- LY	Promo / Non Promo	Non Promo	Unit Metrics	Current Period	Current Period (Unit)
Non Promo Unit Comp Contrib % LY	Promo / Non Promo	Non Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Non Promo Unit Comp GI vs LY	Promo / Non Promo	Non Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Non Promo Unit Comp Gr % vs LY	Promo / Non Promo	Non Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Non Promo Unit Comp LY	Promo / Non Promo	Non Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Non Promo Unit Contrib % LY	Promo / Non Promo	Non Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Non Promo Unit EI vs LY	Promo / Non Promo	Non Promo	Unit Metrics	Current Period	Current Period (Unit)
Non Promo Unit GI vs LY	Promo / Non Promo	Non Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Non Promo Unit Gr % vs LY	Promo / Non Promo	Non Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Non Promo Unit LY	Promo / Non Promo	Non Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Non Promo Unit Mkt +/- LY	Promo / Non Promo	Non Promo	Unit Metrics	Current Period	Current Period (Unit)
Non Promo Unit Mkt Contrib % LY	Promo / Non Promo	Non Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Non Promo Unit Mkt GI vs LY	Promo / Non Promo	Non Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Non Promo Unit Mkt Gr % vs LY	Promo / Non Promo	Non Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Non Promo Unit Mkt LY	Promo / Non Promo	Non Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Non Promo Unit PI +/- LY	Promo / Non Promo	Non Promo	Unit Metrics	Current Period	Current Period (Unit)
Non Promo Unit PI Gr % vs LY	Promo / Non Promo	Non Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Non Promo Unit PI LY	Promo / Non Promo	Non Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Non Promo Unit Prod +/- LY	Promo / Non Promo	Non Promo	Unit Metrics	Current Period	Current Period (Unit)
Non Promo Unit Prod Contrib % LY	Promo / Non Promo	Non Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Non Promo Unit Prod GI vs LY	Promo / Non Promo	Non Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Non Promo Unit Prod Gr % vs LY	Promo / Non Promo	Non Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Non Promo Unit Prod LY	Promo / Non Promo	Non Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Online Unit % Mkt Shr +/- LY	Brick & Mortar / Online	Online	Unit Metrics	Current Period	Current Period (Unit)
Online Unit % Mkt Shr LY	Brick & Mortar / Online	Online	Unit Metrics	LY or YoY	LY or YoY (Unit)
Online Unit +/- LY	Brick & Mortar / Online	Online	Unit Metrics	Current Period	Current Period (Unit)
Online Unit Comp +/- LY	Brick & Mortar / Online	Online	Unit Metrics	Current Period	Current Period (Unit)
Online Unit Comp Contrib % LY	Brick & Mortar / Online	Online	Unit Metrics	LY or YoY	LY or YoY (Unit)
Online Unit Comp GI vs LY	Brick & Mortar / Online	Online	Unit Metrics	LY or YoY	LY or YoY (Unit)
Online Unit Comp Gr % vs LY	Brick & Mortar / Online	Online	Unit Metrics	LY or YoY	LY or YoY (Unit)
Online Unit Comp LY	Brick & Mortar / Online	Online	Unit Metrics	LY or YoY	LY or YoY (Unit)
Online Unit Contrib % LY	Brick & Mortar / Online	Online	Unit Metrics	LY or YoY	LY or YoY (Unit)
Online Unit EI vs LY	Brick & Mortar / Online	Online	Unit Metrics	Current Period	Current Period (Unit)
Online Unit GI vs LY	Brick & Mortar / Online	Online	Unit Metrics	LY or YoY	LY or YoY (Unit)
Online Unit Gr % vs LY	Brick & Mortar / Online	Online	Unit Metrics	LY or YoY	LY or YoY (Unit)
Online Unit LY	Brick & Mortar / Online	Online	Unit Metrics	LY or YoY	LY or YoY (Unit)
Online Unit Mkt +/- LY	Brick & Mortar / Online	Online	Unit Metrics	Current Period	Current Period (Unit)
Online Unit Mkt Contrib % LY	Brick & Mortar / Online	Online	Unit Metrics	LY or YoY	LY or YoY (Unit)
Online Unit Mkt GI vs LY	Brick & Mortar / Online	Online	Unit Metrics	LY or YoY	LY or YoY (Unit)
Online Unit Mkt Gr % vs LY	Brick & Mortar / Online	Online	Unit Metrics	LY or YoY	LY or YoY (Unit)
Online Unit Mkt LY	Brick & Mortar / Online	Online	Unit Metrics	LY or YoY	LY or YoY (Unit)
Online Unit PI +/- LY	Brick & Mortar / Online	Online	Unit Metrics	Current Period	Current Period (Unit)
Online Unit PI Gr % vs LY	Brick & Mortar / Online	Online	Unit Metrics	LY or YoY	LY or YoY (Unit)
Online Unit PI LY	Brick & Mortar / Online	Online	Unit Metrics	LY or YoY	LY or YoY (Unit)
Online Unit Prod +/- LY	Brick & Mortar / Online	Online	Unit Metrics	Current Period	Current Period (Unit)
Online Unit Prod Contrib % LY	Brick & Mortar / Online	Online	Unit Metrics	LY or YoY	LY or YoY (Unit)
Online Unit Prod GI vs LY	Brick & Mortar / Online	Online	Unit Metrics	LY or YoY	LY or YoY (Unit)
Online Unit Prod Gr % vs LY	Brick & Mortar / Online	Online	Unit Metrics	LY or YoY	LY or YoY (Unit)
Online Unit Prod LY	Brick & Mortar / Online	Online	Unit Metrics	LY or YoY	LY or YoY (Unit)
Promo Unit % Mkt Shr +/- LY	Promo / Non Promo	Promo	Unit Metrics	Current Period	Current Period (Unit)
Promo Unit % Mkt Shr LY	Promo / Non Promo	Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Promo Unit +/- LY	Promo / Non Promo	Promo	Unit Metrics	Current Period	Current Period (Unit)
Promo Unit Comp +/- LY	Promo / Non Promo	Promo	Unit Metrics	Current Period	Current Period (Unit)
Promo Unit Comp Contrib % LY	Promo / Non Promo	Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Promo Unit Comp GI vs LY	Promo / Non Promo	Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Promo Unit Comp Gr % vs LY	Promo / Non Promo	Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Promo Unit Comp LY	Promo / Non Promo	Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Promo Unit Contrib % LY	Promo / Non Promo	Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Promo Unit EI vs LY	Promo / Non Promo	Promo	Unit Metrics	Current Period	Current Period (Unit)
Promo Unit GI vs LY	Promo / Non Promo	Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Promo Unit Gr % vs LY	Promo / Non Promo	Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Promo Unit LY	Promo / Non Promo	Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Promo Unit Mkt +/- LY	Promo / Non Promo	Promo	Unit Metrics	Current Period	Current Period (Unit)
Promo Unit Mkt Contrib % LY	Promo / Non Promo	Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Promo Unit Mkt GI vs LY	Promo / Non Promo	Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Promo Unit Mkt Gr % vs LY	Promo / Non Promo	Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Promo Unit Mkt LY	Promo / Non Promo	Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Promo Unit PI +/- LY	Promo / Non Promo	Promo	Unit Metrics	Current Period	Current Period (Unit)
Promo Unit PI Gr % vs LY	Promo / Non Promo	Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Promo Unit PI LY	Promo / Non Promo	Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Promo Unit Prod +/- LY	Promo / Non Promo	Promo	Unit Metrics	Current Period	Current Period (Unit)
Promo Unit Prod Contrib % LY	Promo / Non Promo	Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Promo Unit Prod GI vs LY	Promo / Non Promo	Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Promo Unit Prod Gr % vs LY	Promo / Non Promo	Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Promo Unit Prod LY	Promo / Non Promo	Promo	Unit Metrics	LY or YoY	LY or YoY (Unit)
Ret/Gr Unit Ratio +/- LY	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
Ret/Gr Unit Ratio LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
Retail Unit % Mkt Shr +/- LY	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
Retail Unit % Mkt Shr LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
Retail Unit +/- LY	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
Retail Unit Comp +/- LY	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
Retail Unit Comp Contrib % LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
Retail Unit Comp GI vs LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
Retail Unit Comp Gr % vs LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
Retail Unit Comp LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
Retail Unit Contrib % LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
Retail Unit EI vs LY	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
Retail Unit GI vs LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
Retail Unit Gr % vs LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
Retail Unit LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
Retail Unit Mkt +/- LY	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
Retail Unit Mkt Contrib % LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
Retail Unit Mkt GI vs LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
Retail Unit Mkt Gr % vs LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
Retail Unit Mkt LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
Retail Unit PI +/- LY	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
Retail Unit PI Gr % vs LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
Retail Unit PI LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
Retail Unit Prod +/- LY	Retail / Grocery	Retail	Unit Metrics	Current Period	Current Period (Unit)
Retail Unit Prod Contrib % LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
Retail Unit Prod GI vs LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
Retail Unit Prod Gr % vs LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
Retail Unit Prod LY	Retail / Grocery	Retail	Unit Metrics	LY or YoY	LY or YoY (Unit)
ROS Unit +/- LY	Distribution Metrics	Distribution Value Metrics	Unit Metrics	Current Period	Current Period (Unit)
ROS Unit LY	Distribution Metrics	Distribution Value Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Scanout Unit % Mkt Shr +/- LY	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
Scanout Unit % Mkt Shr LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Scanout Unit +/- LY	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
Scanout Unit Comp +/- LY	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
Scanout Unit Comp Contrib % LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Scanout Unit Comp GI vs LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Scanout Unit Comp Gr % vs LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Scanout Unit Comp LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Scanout Unit Contrib % LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Scanout Unit EI vs LY	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
Scanout Unit GI vs LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Scanout Unit Gr % vs LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Scanout Unit LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Scanout Unit Mkt +/- LY	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
Scanout Unit Mkt Contrib % LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Scanout Unit Mkt GI vs LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Scanout Unit Mkt Gr % vs LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Scanout Unit Mkt LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Scanout Unit PI +/- LY	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
Scanout Unit PI Gr % vs LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Scanout Unit PI LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Scanout Unit Prod +/- LY	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
Scanout Unit Prod Contrib % LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Scanout Unit Prod GI vs LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Scanout Unit Prod Gr % vs LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Scanout Unit Prod LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Sellin Unit % Mkt Shr +/- LY	Scanout / Sellin	Sellin	Unit Metrics	Current Period	Current Period (Unit)
Sellin Unit % Mkt Shr LY	Scanout / Sellin	Sellin	Unit Metrics	LY or YoY	LY or YoY (Unit)
Sellin Unit +/- LY	Scanout / Sellin	Sellin	Unit Metrics	Current Period	Current Period (Unit)
Sellin Unit Comp +/- LY	Scanout / Sellin	Sellin	Unit Metrics	Current Period	Current Period (Unit)
Sellin Unit Comp Contrib % LY	Scanout / Sellin	Sellin	Unit Metrics	LY or YoY	LY or YoY (Unit)
Sellin Unit Comp GI vs LY	Scanout / Sellin	Sellin	Unit Metrics	LY or YoY	LY or YoY (Unit)
Sellin Unit Comp Gr % vs LY	Scanout / Sellin	Sellin	Unit Metrics	LY or YoY	LY or YoY (Unit)
Sellin Unit Comp LY	Scanout / Sellin	Sellin	Unit Metrics	LY or YoY	LY or YoY (Unit)
Sellin Unit Contrib % LY	Scanout / Sellin	Sellin	Unit Metrics	LY or YoY	LY or YoY (Unit)
Sellin Unit EI vs LY	Scanout / Sellin	Sellin	Unit Metrics	Current Period	Current Period (Unit)
Sellin Unit GI vs LY	Scanout / Sellin	Sellin	Unit Metrics	LY or YoY	LY or YoY (Unit)
Sellin Unit Gr % vs LY	Scanout / Sellin	Sellin	Unit Metrics	LY or YoY	LY or YoY (Unit)
Sellin Unit LY	Scanout / Sellin	Sellin	Unit Metrics	LY or YoY	LY or YoY (Unit)
Sellin Unit Mkt +/- LY	Scanout / Sellin	Sellin	Unit Metrics	Current Period	Current Period (Unit)
Sellin Unit Mkt Contrib % LY	Scanout / Sellin	Sellin	Unit Metrics	LY or YoY	LY or YoY (Unit)
Sellin Unit Mkt GI vs LY	Scanout / Sellin	Sellin	Unit Metrics	LY or YoY	LY or YoY (Unit)
Sellin Unit Mkt Gr % vs LY	Scanout / Sellin	Sellin	Unit Metrics	LY or YoY	LY or YoY (Unit)
Sellin Unit Mkt LY	Scanout / Sellin	Sellin	Unit Metrics	LY or YoY	LY or YoY (Unit)
Sellin Unit PI +/- LY	Scanout / Sellin	Sellin	Unit Metrics	Current Period	Current Period (Unit)
Sellin Unit PI Gr % vs LY	Scanout / Sellin	Sellin	Unit Metrics	LY or YoY	LY or YoY (Unit)
Sellin Unit PI LY	Scanout / Sellin	Sellin	Unit Metrics	LY or YoY	LY or YoY (Unit)
Sellin Unit Prod +/- LY	Scanout / Sellin	Sellin	Unit Metrics	Current Period	Current Period (Unit)
Sellin Unit Prod Contrib % LY	Scanout / Sellin	Sellin	Unit Metrics	LY or YoY	LY or YoY (Unit)
Sellin Unit Prod GI vs LY	Scanout / Sellin	Sellin	Unit Metrics	LY or YoY	LY or YoY (Unit)
Sellin Unit Prod Gr % vs LY	Scanout / Sellin	Sellin	Unit Metrics	LY or YoY	LY or YoY (Unit)
Sellin Unit Prod LY	Scanout / Sellin	Sellin	Unit Metrics	LY or YoY	LY or YoY (Unit)
SO/SI Unit Ratio +/- LY	Scanout / Sellin	Scanout	Unit Metrics	Current Period	Current Period (Unit)
SO/SI Unit Ratio LY	Scanout / Sellin	Scanout	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit % Mkt Shr +/- LY	Base Metrics	Unit Metrics	Unit Metrics	Current Period	Current Period (Unit)
Unit % Mkt Shr LY	Base Metrics	Unit Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit +/- LY	Base Metrics	Unit Metrics	Unit Metrics	Current Period	Current Period (Unit)
Unit Comp +/- LY	Base Metrics	Unit Metrics	Unit Metrics	Current Period	Current Period (Unit)
Unit Comp Contrib % LY	Base Metrics	Unit Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit Comp GI vs LY	Base Metrics	Unit Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit Comp Gr % vs LY	Base Metrics	Unit Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit Comp LY	Base Metrics	Unit Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit Contrib % LY	Base Metrics	Unit Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit EI vs LY	Base Metrics	Unit Metrics	Unit Metrics	Current Period	Current Period (Unit)
Unit GI vs LY	Base Metrics	Unit Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit Gr % vs LY	Base Metrics	Unit Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit LY	Base Metrics	Unit Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
Unit Mkt +/- LY	Base Metrics	Unit Metrics	Unit Metrics	Current Period	Current Period (Unit)
Unit Mkt Contrib % LY	Base Metrics	Unit Metrics	Unit Metrics	LY or YoY	LY or YoY (Unit)
